name,class4,cls,op,tau,mass,delta,f_lo,f_L2,f_M,f_hi,N_lo,N_M,rho,B_logu,B_logu_rho,post_uniform,post_classes,s_hat,s_mean_logu,s_med_logu,s_mean_flat,s_mean_jeff,g_lo,g_L2M,g_X_raw,g_X
O4s_m4000_d100,inelastic-O4,inelastic,O4,s,4000,100,0.360401,0.374441,0.191022,0.0741357,4.86138,2.57665,0.825482,23.5877,19.545,0.00481341,0.00821257,0.13579303894655623,0.1327989673135897,0.09204870465760999,0.26249759566309006,0.19812834831459347,4.861369083990574,7.627404880509661,0.581039452738039,0.6505757990899647
O4s_m4000_d150,inelastic-O4,inelastic,O4,s,4000,150,0.13523,0.434296,0.302091,0.128382,1.05334,2.35307,0.838507,34.3984,28.9174,0.00701951,0.0119766,0.1992546586619135,0.19673416424879633,0.13560724164304958,0.39218959072432896,0.2948783878787694,1.0533408110171207,5.735905344986057,0.6106943175958475,0.6837796328586705
O4s_m4000_d200,inelastic-O4,inelastic,O4,s,4000,200,0.0222127,0.365574,0.409364,0.202849,0.109503,2.01807,0.860777,46.1591,39.8005,0.00941946,0.0160713,0.26761425015007567,0.2665094158107892,0.18314097610391733,0.5338352153343144,0.40043898669853495,0.10950362091999467,3.8202702502846946,0.6632918953770205,0.7426718664822807
O4s_m4000_d300,inelastic-O4,inelastic,O4,s,4000,300,0.0,0.0368944,0.493281,0.469824,0.0,1.04993,0.950309,82.3382,78.2737,0.0168023,0.0286679,0.48273716745675993,0.4794479959989127,0.3292122178815679,0.9618089734131121,0.7207566300140147,0.0,1.1284553364664216,0.9269825103482936,1.0374905281588391
O4s_m4000_d350,inelastic-O4,inelastic,O4,s,4000,350,0.0,0.0,0.210672,0.789328,0.0,0.2669,1.10773,134.865,149.33,0.0275212,0.0469562,0.7853748274374757,0.7876998052791434,0.5413698322897547,1.5777460672882848,1.1829399097263071,0.0,0.2669004520300813,1.5219315703915461,1.6897331696248459
O4v_m400_d150,inelastic-O4,inelastic,O4,v,400,150,0.158923,0.487585,0.265722,0.0877703,1.81067,3.02747,0.792193,25.4196,20.2266,0.00518724,0.00885039,0.146184960730756,0.1441406641972206,0.09947980569017736,0.28668149825863887,0.21579205022356834,1.8106694405738617,8.582709640960553,0.5133824268906995,0.5748218662937215
O4v_m400_d200,inelastic-O4,inelastic,O4,v,400,200,0.0194376,0.43108,0.398367,0.151115,0.128628,2.63618,0.808708,36.315,29.457,0.00741063,0.0126439,0.21136283935276265,0.2087032208757426,0.143420858138108,0.4179213663486933,0.3135800765428308,0.12862786619462,5.488846242927572,0.5270444127684725,0.5901188609086383
O4v_m400_d250,inelastic-O4,inelastic,O4,v,400,250,0.0,0.201518,0.538011,0.26047,0.0,2.06554,0.83317,51.2513,42.784,0.0104586,0.0178443,0.2967184135561411,0.2969263417967279,0.20369016007656512,0.596372057788735,0.44678856521272775,0.0,2.8392098898145663,0.5270356413603486,0.5901090397754564
O4v_m1000_d150,inelastic-O4,inelastic,O4,v,1000,150,0.143151,0.458369,0.28729,0.11119,1.28744,2.58376,0.829065,30.7495,25.57,0.0062749,0.0107061,0.17707945786477386,0.1753369900488409,0.12093300029684649,0.349166916445511,0.2626600385038266,1.2874449141109812,6.706169619570106,0.6598157541618751,0.7387797153759558
O4v_m1000_d200,inelastic-O4,inelastic,O4,v,1000,200,0.0220376,0.392994,0.403564,0.181405,0.121483,2.22466,0.849969,42.2519,35.9847,0.00862214,0.014711,0.24495088338773016,0.24356319132678805,0.1673943348725244,0.48773194677939524,0.36591696055470335,0.12148286982166974,4.3910476557978,0.7116721022785779,0.7968420121011341
O4v_m1000_d250,inelastic-O4,inelastic,O4,v,1000,250,0.0,0.208351,0.503701,0.287948,0.0,1.74928,0.882982,56.9154,50.3147,0.0116144,0.0198164,0.33387569018300267,0.33016519159841956,0.2266165770216649,0.6626193615938414,0.49653813964954696,0.0,2.4728492644505256,0.798137223149999,0.893654913254847
