k,E_tyr,Pge1_200-270 keV,Pge1_55-270 keV,Pge1_55-420 keV (1000 phd),Pge1_P038,Pge1_flat,Pge1_plugin
6.962958299333512,19.774801570107172,0.6458372451780299,0.8723176442688721,0.9022085469777885,0.5551757613433759,0.842766025675296,0.8065427003713641
7.1904215654210075,20.42079724579566,0.6521351613964939,0.875808973117384,0.9049485919615355,0.5623489055835199,0.8474877329969877,0.8132936371788324
7.42531551473177,21.087896061838226,0.6583807566584043,0.8792204441695345,0.9076232520052819,0.5694917045030695,0.8521071644673933,0.8199049139252885
7.667882889991321,21.776787407575352,0.6645724723976068,0.8825532297951766,0.910233673343964,0.5766014888609349,0.8566246216688532,0.8263742597851991
7.918374363751946,22.488183193055526,0.6707088128717443,0.8858085210091602,0.9127810035515181,0.5836756469392241,0.8610405003992544,0.8326995950242841
8.177048797441275,23.22281858473322,0.6767883461209524,0.888987524868843,0.9152663900383908,0.5907116278936229,0.8653552876332307,0.8388790409956254
8.444173508873314,23.98145276520021,0.6828097047887067,0.8920914619827781,0.9176909786388415,0.5977069449046608,0.869569558345611,0.8449109301272877
8.72002454849848,24.764869717735685,0.6887715868044781,0.8951215641321868,0.9200559122861461,0.604659178123276,0.8736839722103305,0.8507938156854646
9.004886984678004,25.57387903648553,0.6946727559283676,0.8980790720063196,0.9223623297736439,0.6115659774051578,0.8776992701881351,0.8565264810883193
9.29905519827763,26.409316763108468,0.7005120421584361,0.900965233052327,0.9246113645994274,0.6184250648294356,0.8816162710164877,0.862107948543245
9.602833186884938,27.272046250753224,0.7062883420019656,0.9037812994397724,0.9268041438923333,0.6252342369983551,0.8854358676150884,0.8675374867842993
9.916534878964772,28.16295905625995,0.7120006186124342,0.9065285261394491,0.9289417874167581,0.631991367115672,0.889159023420398,0.8728146176969986
10.240484458277313,29.082975861507567,0.7176479017945032,0.9092081691156902,0.9310254066536919,0.6386944068425415,0.8927867686624665,0.8779391216341537
10.575016698894196,30.033047424859515,0.723229287879827,0.9118214836309037,0.9330561039552404,0.6453413879307219,0.8963201965972541,0.8829110412484549
10.92047731115875,31.01415556369085,0.7287439394769901,0.9143697226606149,0.9350349717697855,0.6519304236339121,0.8997604597074599,0.887730683694347
11.277223298947918,32.02731416901209,0.7341910850993377,0.9168541354168639,0.9369630919348265,0.6584597098989975,0.9031087658846708,0.8923986210825154
11.645623328605167,33.07357025323867,0.7395700186749039,0.9192759659773895,0.9388415350344471,0.6649275263398965,0.906366374605399,0.8969156891040553
12.026058109925453,34.15400503218829,0.7448800989430358,0.92163645201763,0.9406713598182683,0.6713322369975505,0.9095345931132778,0.90128298377708
12.418920789586128,35.2697350424246,0.7501207487426695,0.9239368236422071,0.9424536126786869,0.6776722908904003,0.9126147726193649,0.9055018563050814
12.824617357430215,36.42191329510181,0.7552914541975244,0.9261783023122122,0.9441893271831518,0.6839462223604181,0.9156083045321188,0.9095739060727464
13.243567066022129,37.611730467502845,0.7603917638037369,0.9283620998643143,0.9458795236582159,0.6901526512204363,0.9185166167282023,0.913500971840178
13.676202863909138,38.84041613350195,0.7654212874256638,0.9304894176174396,0.9475252088220999,0.69629028270909,0.9213411698747951,0.9172851212296499
14.122971843036552,40.10924003422381,0.7703796952057381,0.9325614455625568,0.9491273754625413,0.7023579072602227,0.9240834538135989,0.9209286386293902
14.58433570077878,41.41951339021173,0.7752667163943492,0.934579361630927,0.9506870021567558,0.7083544000940386,0.9267449840161583,0.9244340116657292
