m_GeV,eff,delta_keV,Nunit_X,Nunit_P,Nunit_LZ,kappa90_n0_X,sigma90_n0_X_cm2,kappa90_n1_X,sigma90_n1_X_cm2,kappa90_n0_P,sigma90_n0_P_cm2,kappa90_n1_P,sigma90_n1_P_cm2,kappa90_n0_XP,sigma90_n0_XP_cm2,kappa90_n1_XP,sigma90_n1_XP_cm2
4000.0,LZlike,325.0,2071.694896430616,1029.1645614526287,1897.9398406009514,0.0011114498587447366,3.2994195875737196e-41,0.0018775544635948626,5.573656719807194e-41,0.002237334131239405,6.641688780180865e-41,0.003779492751392256,1.1219698591819677e-40,0.0007425634832130783,2.2043536037669247e-41,0.0012544006114534642,3.7237792740091167e-41
4000.0,LZlike,330.0,1537.874688676359,763.9764582456751,1408.891650271245,0.001497251380072991,4.444699409574697e-41,0.002529282800894436,7.508359599064048e-41,0.0030139475832638134,8.94712218810491e-41,0.005091413430371917,1.5114230361752305e-40,0.0010003188099625589,2.9695190020865437e-41,0.0016898225609424035,5.01636093902986e-41
4000.0,LZlike,335.0,1113.8128462081327,553.3134784388789,1020.396284913257,0.0020672997333788406,6.136929327067924e-41,0.0034922563635732635,1.036701652363871e-40,0.00416144751524312,1.2353559035006857e-40,0.007029866705894231,2.0868669625506493e-40,0.0013811700804901735,4.100103645239345e-41,0.00233318851876662,6.926239487775862e-41
4000.0,LZlike,340.0,782.3853739914997,388.6688632086805,716.7659555276964,0.0029430317546107615,8.736603402857002e-41,0.004971616455655088,1.475860434605495e-40,0.005924284700839845,1.7586669187569289e-40,0.010007799358786216,2.97088788784223e-40,0.0019662496636408105,5.836954859667394e-41,0.003321554097528184,9.860274455338436e-41
4000.0,LZlike,345.0,530.8771641600855,263.72607509888115,486.3519826498847,0.004337321616843285,1.2875654072584064e-40,0.007326968011807452,2.175063641916007e-40,0.008730972085853368,2.5918524431825072e-40,0.014749091452339678,4.378374863597157e-40,0.0028977795284944366,8.602268884700562e-41,0.0048951725940954965,1.4531675193835393e-40
4000.0,LZlike,350.0,347.7208593780921,172.73874949750382,318.55717439799406,0.006621935204342454,1.965769535076199e-40,0.011186329192205687,3.320743024025863e-40,0.013329869567182863,3.957068544633906e-40,0.02251793538690755,6.684612580831282e-40,0.004424137744280519,1.3133374049000465e-40,0.007473625106861558,2.218599865189693e-40
4000.0,LZlike,355.0,216.6338332899299,107.61809782790066,198.46454404625834,0.010628926077850253,3.155273863252746e-40,0.01795527476446502,5.330153653989525e-40,0.021395890156711547,6.351525309145137e-40,0.036143734915481535,1.0729530082706188e-39,0.007101222164080987,2.10804934829386e-40,0.011995980984879645,3.561094036070587e-40
4000.0,LZlike,360.0,128.28967162654283,63.73099816286321,117.52989271592955,0.017948327178690826,5.32809121271884e-40,0.030319821936431134,9.00065923817654e-40,0.03612974951554647,1.072537841521325e-39,0.061033407794114626,1.811821015477096e-39,0.011991339278866716,3.559716111945777e-40,0.020256777586839764,6.013371473781739e-40
4000.0,LZlike,365.0,70.45765456690276,35.00154452678395,64.54830289354962,0.03268040944811171,9.701416776894224e-40,0.05520649280634985,1.6388448142162394e-39,0.06578523979814695,1.95288259794624e-39,0.11112995305174321,3.298973327318404e-39,0.021833894243350496,6.481550001804331e-40,0.03688364821113891,1.0949178715668842e-39
4000.0,LZlike,370.0,35.979962876305,17.87391704177732,32.962288570550385,0.06399631394607115,1.899777035418012e-39,0.10810794923197704,3.209262950208634e-39,0.1288237488524809,3.824226499867427e-39,0.21761989780462915,6.46020464003037e-39,0.042756158024314775,1.2692475883180682e-39,0.07222729366791569,2.1441196434583547e-39
4000.0,LZlike,375.0,16.441639040675753,8.167781975045374,15.062662863070688,0.1400459524931502,4.15736576131448e-39,0.23657738686374497,7.02297146428912e-39,0.28191068359010757,8.368723285762917e-39,0.47622720732312296,1.4137150350192382e-38,0.09356518377775122,2.7775504008782094e-39,0.15805816794776065,4.692071452434541e-39
4000.0,LZlike,380.0,6.538122813763973,3.247970688127909,5.9897641261579615,0.3521783034042474,1.0454668588313922e-38,0.5949291732194768,1.766090437544604e-38,0.70893035100855,2.1045112093359194e-38,1.197584699337908,3.5551171145378397e-38,0.23529153891232046,6.984800134433871e-39,0.39747423210784016,1.1799311112905762e-38
4000.0,LZlike,385.0,2.2319306008538,1.1087655242951133,2.044736421427352,1.0316561810296307,3.062546262928105e-38,1.7427602804997753,5.173510402368081e-38,2.0767104942804258,6.164865853946186e-38,3.508153811395652,1.0414209251520164e-37,0.6892530519810034,2.0460977187666222e-38,1.1643441529201086,3.4564401395131576e-38
4000.0,LZlike,390.0,0.6518181829009345,0.3238064521507868,0.5971495611092432,3.5325571768376927,1.0486652413313468e-37,5.967492319236471,1.771493413928852e-37,7.110991719608343,2.110949511770893e-37,12.012484538722768,3.5659932358308065e-37,2.360113631076907,7.006168638205118e-38,3.9869021960416084,1.1835408584438454e-37
4000.0,LZlike,395.0,0.18727688595873457,0.09303432399240362,0.17156979229767938,12.295083764407329,3.6498848674074093e-37,20.7698882864652,6.165692109716665e-37,24.749843941339428,7.34717083698894e-37,41.809515381845536,1.2411458142936145e-36,8.214387859841104,2.438500665724778e-37,13.876433984491836,4.1193201595089786e-37
4000.0,LZlike,400.0,0.0642698401857332,0.03192759802775133,0.05887946649273622,35.826835625322346,1.0635456228000739e-36,60.521700205868115,1.796630604263427e-36,72.11895483019434,2.1409035264157333e-36,121.82939651830596,3.616594073517289e-36,23.936032422090364,7.105584979914288e-37,40.43475660305844,1.2003351019863415e-36
4000.0,LZlike,405.0,0.02327432785858047,0.011562085452327071,0.021322287457538235,98.93239512612234,2.9368799658975768e-36,167.12491220518703,4.961224337408227e-36,199.14962655258395,5.9119012300535644e-36,336.42027781563627,9.98688015971786e-36,66.09707432995242,1.962139632388467e-36,111.65673013708616,3.314611087492565e-36
4000.0,LZlike,410.0,0.0060181556985447245,0.0029896644437931857,0.005513407156086134,382.6064188662978,1.1357949284051554e-35,646.3309018310359,1.9186802002601862e-35,770.1817522633268,2.286340440296092e-35,1301.0557114780595,3.8622783251990765e-35,255.62066777705243,7.588285082017203e-36,431.8159042405628,1.281876857932452e-35
4000.0,LZlike,415.0,0.000596436609234687,0.0002962943155552961,0.0005464128936214551,3860.56952968488,1.146038089367194e-34,6521.598338826089,1.9359838081866085e-34,7771.276325989044,2.3069597902846116e-34,13127.892759974597,3.897110263232783e-34,2579.2598150911913,7.656719993617029e-35,4357.102338439844,1.293437458055708e-34
4000.0,LZlike,420.0,4.970133169969343e-06,2.4690338973396094e-06,4.553283291197721e-06,463284.3670895448,1.3752932742447715e-32,782618.8689475282,2.3232609240029676e-32,932585.4142711615,2.7684475001031114e-32,1575401.6193099592,4.676694067798181e-32,309521.8831848252,9.188381789135327e-33,522870.3650295985,1.552178634570948e-32
4000.0,LZlike,425.0,1.3537477923769688e-10,6.72506967825978e-11,1.2402076549518038e-10,17008965872.121733,5.049234989892622e-28,28732973910.674023,8.529591882551623e-28,34238827404.920376,1.016404446017346e-27,57839103326.68148,1.7169957685655865e-27,11363748750.770987,3.373411307902399e-28,19196598948.9417,5.698649749118543e-28
4000.0,LZlike,430.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
4000.0,hiedge,100.0,28018200.56445186,13918718.990082536,25668286.968723636,8.218175877152542e-08,2.4396251661614907e-45,1.3882833021529188e-07,4.1212197601051314e-45,1.654308131115122e-07,4.910933776039364e-45,2.794596257580551e-07,8.295961854757083e-45,5.4905916420631216e-08,1.629921986013065e-45,9.275168613521658e-08,2.7534011328288596e-45
4000.0,hiedge,110.0,18854234.208588198,9366296.993943814,17272911.3394808,1.2212561775387097e-07,3.6253876159266815e-45,2.0630485210734325e-07,6.124309294737145e-45,2.4583728249155844e-07,7.297858187904358e-45,4.1528898800828837e-07,1.2328155073821527e-44,8.159254634418103e-08,2.422133967537222e-45,1.378329830889578e-07,4.0916721581218e-45
4000.0,hiedge,120.0,12544847.778675098,6231956.638438596,11492699.255302345,1.835482614555235e-07,5.448763381871495e-45,3.100651413731866e-07,9.204508802816482e-45,3.694802665663136e-07,1.0968289924546517e-44,6.241571027642068e-07,1.852855668099422e-44,1.2262922640347475e-07,3.6403376042675936e-45,2.0715559014156861e-07,6.149564070847218e-45
4000.0,hiedge,130.0,8248846.109117414,4097813.873561554,7557007.403191437,2.7914025422961434e-07,8.286481079098513e-45,4.7154716533027683e-07,1.3998219906318796e-44,5.619057065661068e-07,1.6680578795587915e-44,9.492183198206872e-07,2.817823487635602e-44,1.8649456640340613e-07,5.536226583018403e-45,3.15042287181866e-07,9.352258989135403e-45
4000.0,hiedge,140.0,5360495.041963497,2662955.6014915435,4910905.135218171,4.295470813748921e-07,1.2751416925582952e-44,7.256270119737362e-07,2.154076459447904e-44,8.646726962741335e-07,2.566843666838127e-44,1.4606777513757029e-06,4.336127937849677e-44,2.8698188626339776e-07,8.519265618385162e-45,4.847939088617634e-07,1.4391459104070048e-44
4000.0,hiedge,150.0,3447274.198146793,1712516.859724536,3158147.9750764165,6.679436759738572e-07,1.9828392892083533e-44,1.128346564973294e-06,3.3495786865716217e-44,1.3445619451421801e-06,3.9914297380168154e-44,2.271346981439747e-06,6.742658395046769e-44,4.462554731721891e-07,1.3247417664969602e-44,7.538522309088817e-07,2.2378650707698333e-44
4000.0,hiedge,160.0,2193842.2039871435,1089844.1916581294,2009842.535265641,1.0495672823757446e-06,3.115716667469007e-44,1.7730172174328335e-06,5.263330316052412e-44,2.1127653086784466e-06,6.271897187762286e-44,3.569060632494665e-06,1.0595015571274338e-43,7.012195205527604e-07,2.081621049386621e-44,1.18455891681935e-06,3.5164491335695e-44
4000.0,hiedge,170.0,1383135.4645990338,687106.0049943588,1267130.5546649212,1.6647574000768693e-06,4.941953189481148e-44,2.8122480404532297e-06,8.348362453585257e-44,3.3511350261287628e-06,9.948087589215296e-44,5.661018782730527e-06,1.6805145198775518e-43,1.1122301595341152e-06,3.301735967110249e-44,1.8788726132338385e-06,5.577569742697046e-44
4000.0,hiedge,180.0,865466.7846818488,429941.564003241,792879.2479020808,2.6605122700883837e-06,7.89792380451945e-44,4.494360810657669e-06,1.3341836319143658e-43,5.355576647580513e-06,1.5898418048058636e-43,9.04708994353167e-06,2.6856943239834636e-43,1.7774974218262908e-06,5.276630128019461e-44,3.002697955396287e-06,8.913726851152011e-44
4000.0,hiedge,190.0,538707.9638293728,267616.21428943035,493526.00557271566,4.274273176940275e-06,1.2688490201946756e-43,7.220461291030788e-06,2.1434463487044488e-43,8.604056395139515e-06,2.5541765990931783e-43,1.4534694806620418e-05,4.314729662976488e-43,2.855656648386822e-06,8.477224057335118e-44,4.824015086680053e-06,1.4320438967637482e-43
4000.0,hiedge,200.0,335324.8315748927,166580.72278236604,307200.81344280485,6.866729759277407e-06,2.0384385757107412e-43,1.1599856717235853e-05,3.4435016716922864e-43,1.382263782711686e-05,4.103350379677466e-43,2.335036092430594e-05,6.931724144315643e-43,4.587685830551716e-06,1.3618878415308831e-43,7.749904272291195e-06,2.3006153410013123e-43
4000.0,hiedge,210.0,209688.32960061607,104167.75083385443,192101.56647282242,1.098098785175899e-05,3.2597859565092366e-43,1.855000708627216e-05,5.506704260973258e-43,2.2104585935359006e-05,6.5619067955705416e-43,3.734092335548292e-05,1.1084924161699416e-42,7.3364358492355324e-06,2.1778742381850508e-43,1.2393323699880105e-05,3.679048105391616e-43
4000.0,hiedge,220.0,132831.59167410684,65987.30683165307,121690.87753369786,1.7334618752813215e-05,5.1459074114912695e-43,2.928309411170168e-05,8.69289905763558e-43,3.489436242449414e-05,1.0358644789365543e-42,5.894648814693196e-05,1.7498692908227468e-42,1.1581318563301934e-05,3.437998486125633e-43,1.9564136152214487e-05,5.807755835920323e-43
4000.0,hiedge,230.0,85814.9138868666,42630.63464057244,78617.53401248423,2.683199103404793e-05,7.965271316092055e-43,4.532685315198219e-05,1.3455605392908227e-42,5.4012449484122466e-05,1.6033987714211282e-42,9.124236673450961e-05,2.7085958907802277e-42,1.792654573395444e-05,5.321625232733917e-43,3.0283026890332932e-05,8.989736361641273e-43
4000.0,hiedge,240.0,56904.06013751359,28268.468584442235,52131.46154533503,4.046433583887695e-05,1.2012131830736455e-42,6.835575511835456e-05,2.029190211204025e-42,8.145418253280424e-05,2.4180265373560395e-42,0.00013759924731616827,4.0847335420340764e-42,2.7034362306146234e-05,8.025346697259268e-43,4.566871570407309e-05,1.355708977313034e-42
4000.0,hiedge,250.0,38773.88677227261,19261.8663320322,35521.883365565875,5.9384941559343214e-05,1.7628850986503895e-42,0.00010031803163931341,2.97801359164695e-42,0.00011954111612595062,3.548664808971563e-42,0.00020193889485835818,5.99470268448412e-42,3.967528423145775e-05,1.1777896133224583e-42,6.702282286247233e-05,1.9896211495917126e-42
4000.0,hiedge,260.0,27000.44044038295,13413.122025222498,24735.88737118954,8.52795347944088e-05,2.531584896125027e-42,0.00014406135368748939,4.276565860611199e-42,0.000171666596014719,5.096047518173755e-42,0.00028999363404624487,8.608671537593972e-42,5.6975551263505875e-05,1.6913605987042202e-42,9.624788716190023e-05,2.8571883982531716e-42
4000.0,hiedge,270.0,19035.02645882515,9456.109918255073,17438.540368730133,0.00012096568423378576,3.590954147369001e-42,0.0002043453949703664,6.066141387225292e-42,0.00024350235137969863,7.228544062885652e-42,0.0004113446262390493,1.2211063831427538e-41,8.081759075964136e-05,2.399128848457738e-42,0.0001365238630189948,4.0528099785341396e-42
4000.0,hiedge,280.0,13417.83333576594,6665.63333454179,12292.466668895247,0.00017160631991622216,5.0942581784345103e-42,0.0002898918105974492,8.605648834601233e-42,0.00034544129333784977,1.0254675553991546e-41,0.0005835484499039562,1.7323059342379108e-41,0.00011465077408195875,3.403491455419607e-42,0.0001936777182870889,5.749463661048236e-42
4000.0,hiedge,290.0,9317.32716853764,4628.607690176764,8535.873922144161,0.0002471293492596538,7.336214127846819e-42,0.0004174716557270462,1.2392949149485612e-41,0.0004974681705876148,1.476770376384749e-41,0.0008403650212687293,2.4946845690522985e-41,0.00016510797041054457,4.9013499561045554e-42,0.00027891425274867307,8.279772061078749e-42
4000.0,hiedge,300.0,6285.797494368596,3122.6219810734315,5758.601575486068,0.0003663154917196856,1.0874341285864624e-41,0.0006188108992510138,1.8369850748812031e-41,0.0007373883274876789,2.1889907783233986e-41,0.0012456583036871056,3.6978270987868374e-41,0.00024473664317478997,7.265184910814728e-42,0.0004134296956202894,1.2272960629594245e-41
4000.0,hiedge,305.0,5086.590506701319,2526.8868968774295,4659.973238397338,0.0004526774854328187,1.3438059760765902e-41,0.0007647008334709656,2.270069934992469e-41,0.0009112338992478817,2.7050639778165126e-41,0.0015393328465973983,4.569621297712113e-41,0.00030243538897451247,8.978014064304805e-42,0.0005108992637413779,1.5166415513958307e-41
4000.0,hiedge,310.0,4061.8948787222007,2017.844552655545,3721.219824377758,0.0005668745914774515,1.682808375117274e-41,0.0009576121776011191,2.842741263780127e-41,0.0011411111906364283,3.38747140445685e-41,0.0019276608769892656,5.722401245271684e-41,0.000378730869306056,1.1242900782033513e-41,0.0006397839979662649,1.8992452408875846e-41
4000.0,hiedge,315.0,3200.601384662812,1589.9761717357196,2932.163849174963,0.0007194226094614343,2.135658240202818e-41,0.001215309103670149,3.607733295440431e-41,0.001448188369695095,4.2990523017069714e-41,0.002446401442452897,7.262320270042426e-41,0.00048064872614880306,1.426840634618262e-41,0.0008119522028830737,2.410339055143392e-41
4000.0,hiedge,320.0,2478.51380394926,1231.2616961554386,2270.6384526502893,0.0009290184288387117,2.7578586449138123e-41,0.0015693759678893564,4.658806484144626e-41,0.0018701020320779265,5.551533635865467e-41,0.0031591334418551984,9.37811694860282e-41,0.0006206804158189669,1.8425348705243143e-41,0.0010485054957881477,3.11256467690697e-41
4000.0,hiedge,325.0,1883.1867066675688,935.5185575058246,1725.2420151406113,0.001222706698091867,3.629693591484292e-41,0.002065498862236094,6.131583310352617e-41,0.0024612927039511603,7.306526060780068e-41,0.004157822385020708,1.2342797572787734e-40,0.0008168945612251696,2.4250108046554535e-41,0.001379966912269804,4.0965319530373086e-41
4000.0,hiedge,330.0,1403.5184125427236,697.231727521224,1285.8039650391404,0.0016405805434561113,4.870182435566453e-41,0.0027714064633844594,8.227121267302421e-41,0.003302467327736328,9.80361399367273e-41,0.005578805218501184,1.6561088265349028e-40,0.0010960775182573157,3.253785678934484e-41,0.0018515862147611688,5.496568088068427e-41
4000.0,hiedge,335.0,1021.7670574970863,507.5875059824235,936.0704655779757,0.002253532234284786,6.689774024916806e-41,0.0038068559477032193,1.1300928226406147e-40,0.0045363311209628806,1.3466428231975387e-40,0.007663151583038948,2.274862175445393e-40,0.0015055926565264732,4.4694610942332103e-41,0.0025433735857499956,7.550189116779969e-41
4000.0,hiedge,340.0,722.7334258741375,359.0353147890877,662.1170740266292,0.0031859395422524574,9.45769280352899e-41,0.005381956694884327,1.5976729133449052e-40,0.006413254922715985,1.9038212786324593e-40,0.010833808931260657,3.2160948255644193e-40,0.002128537194177288,6.318717174771524e-41,0.0035957038263235803,1.0674107826226736e-40
4000.0,hiedge,345.0,495.078836433494,245.94238971212283,453.5560953132654,0.004650946133322174,1.3806671216247617e-40,0.007856768889620112,2.3323388784024336e-40,0.0093622941644797,2.779264985088806e-40,0.015815573738845682,4.6949678721087956e-40,0.003107313149417832,9.224284648786124e-41,0.005249134387461713,1.5582436472085225e-40
4000.0,hiedge,350.0,328.5397192416143,163.21005407486646,300.98477504715635,0.007008543762425984,2.0805370919955066e-40,0.01183942084378366,3.514618021691604e-40,0.014108107573714643,4.188094146224721e-40,0.023832600399824252,7.0748804332753065e-40,0.004682432255069085,1.3900140054280326e-40,0.007909957891320981,2.3481284196646495e-40
4000.0,hiedge,355.0,208.6620795395793,103.65793628740391,191.16138899755006,0.011034994978870814,3.2758183642385954e-40,0.0186412404620083,5.533787550837927e-40,0.022213301580843847,6.594179824116653e-40,0.037524574955990736,1.1139442472465958e-39,0.007372518197090415,2.1885855450731997e-40,0.01245427703280727,3.697142544740857e-40
4000.0,hiedge,360.0,127.10886682396963,63.14440480932685,116.4481231548625,0.01811506197430586,5.377587647151218e-40,0.030601484358969155,9.084272772938691e-40,0.03646538449373258,1.082501409491479e-39,0.06160039059273012,1.8286523114357105e-39,0.012102735370764691,3.5927848504674087e-40,0.02044495722258715,6.0692339646788665e-40
4000.0,hiedge,365.0,73.04892411592624,36.28882036726659,66.92224015781629,0.03152113501830463,9.357277747050926e-40,0.053248149060034645,1.5807099585144058e-39,0.06345163542645736,1.8836078581725888e-39,0.10718783252344635,3.181948617788738e-39,0.02105937899929835,6.251629529279713e-40,0.035575272001316244,1.056077774007469e-39
4000.0,hiedge,370.0,40.08299880476191,19.91219940623656,36.72119890500768,0.05744542745455588,1.7053092145260428e-39,0.09704164149359745,2.880751571788333e-39,0.1156368994215086,3.432765301968008e-39,0.1953435640455533,5.7989155016518395e-39,0.03837948817006966,1.139322966601451e-39,0.06483385530822243,1.9246400587378947e-39
4000.0,hiedge,375.0,20.729730568695462,10.297995185739035,18.99110800486939,0.11107645573923654,3.297385220762105e-39,0.18763967949848676,5.5702200965014427e-39,0.22359546285170992,6.637593626209432e-39,0.37771623795149933,1.121278071373667e-38,0.0742105631016451,2.202994436285027e-39,0.1253627169063166,3.721483254128119e-39
4000.0,hiedge,380.0,10.249822309384992,5.091847211758997,9.390159793113993,0.2246463334190385,6.668789481844023e-39,0.3794914567873509,1.1265479373538145e-38,0.45221015168767487,1.3424186619296407e-38,0.7639113740524596,2.2677263674005353e-38,0.15008698999978864,4.4554412486457906e-39,0.25353955087085944,7.526505615941433e-39
4000.0,hiedge,385.0,5.068453073819962,2.517876688284755,4.6433570095640935,0.4542973894527155,1.3486147787510298e-38,0.767437311413918,2.2781933684113527e-38,0.9144947450022195,2.7147440351481765e-38,1.544841341157887,4.585973663685191e-38,0.3035176524360815,9.010141840793517e-39,0.5127275140911953,1.5220688452748264e-38
4000.0,hiedge,390.0,2.5893349337670974,1.286314773548816,2.3721649070640503,0.8892573030905976,2.6398248568080016e-38,1.5022081343262286,4.4594138943940047e-38,1.7900634023252289,5.313933153314808e-38,3.0239254652021486,8.976742254948971e-38,0.5941158705993217,1.7636760896777598e-38,1.0036304345714027,2.979349800133925e-38
4000.0,hiedge,395.0,1.3667474866906428,0.678964880485029,1.2521170523230405,1.6847186641442713,5.001209650884724e-38,2.845968284469522,8.448463445753068e-38,3.3913167914592477,1.0067370076456264e-37,5.728897196010077,1.7006647195996436e-37,1.1255663488894916,3.341325413306604e-38,1.9014012245378271,5.644447560740195e-38
4000.0,hiedge,400.0,0.6893005879448404,0.34242674368872716,0.6314882805688214,3.3404657420432358,9.91641504490733e-38,5.6429953318294075,1.675164127642495e-37,6.72431415606106,1.9961614700787485e-37,11.359276317318937,3.372083633566061e-37,2.231776681106472,6.625191086037224e-38,3.7701046397998192,1.1191829301059772e-37
4000.0,hiedge,405.0,0.2995921531341518,0.14882965026664313,0.2744650693229003,7.685732005700915,2.2815653378274308e-37,12.983384108389034,3.854211820998623e-37,15.47127871277457,4.592761394327945e-37,26.135383594809095,7.758478340971254e-37,5.1348640555329395,1.5243216696691889e-37,8.674243693104742,2.5750122079947694e-37
4000.0,hiedge,410.0,0.10149432916038384,0.05041976351838423,0.0929819015533839,22.686834023617205,6.734751367200261e-37,38.32450573522555,1.137690773110491e-36,45.66830225533334,1.3556967037870655e-36,77.14673232415532,2.290156751066573e-36,15.157152041640806,4.499510611707071e-37,25.60473443517224,7.600951285867503e-37
4000.0,hiedge,415.0,0.022321714001970052,0.011088851471946413,0.02044957024696611,103.15448893381486,3.0622158854631014e-36,174.257227722598,5.172952301002367e-36,207.64864655508188,6.16420080839975e-36,350.7775363247103,1.041308580071905e-35,68.91786976181596,2.0458769924430204e-36,116.42185472845988,3.456067270066237e-36
4000.0,hiedge,420.0,0.0016209669406944203,0.0008052545447320669,0.0014850148747006947,1420.5009011556863,4.216860041470932e-35,2399.62944483843,7.123474199871152e-35,2859.449865962745,8.488484499064864e-35,4830.422908440995,1.4339461051688681e-34,949.0415503410835,2.8172987346034246e-35,1603.2007066808476,4.759217676638054e-35
4000.0,hiedge,425.0,3.1514720240384714e-06,1.565569973232015e-06,2.8871550155707287e-06,730637.931238666,2.1689517370363435e-32,1234254.967307467,3.6639754669577916e-32,1470764.6667791326,4.3660716784497815e-32,2484539.219904641,7.37553503088906e-32,488141.7213016949,1.449084134657902e-32,824609.99970973,2.4479146438726623e-32
4000.0,hiedge,430.0,3.991019190951038e-15,1.9826353400208384e-15,3.656288549129338e-15,576941600586818.1,1.712693022438423e-23,974618215021186.4,2.8932249203565485e-23,1161375949233205.2,3.44762881140202e-23,1961893809458232.2,5.824024190328117e-23,385456672805848.3,1.1442561141291188e-23,651145790208120.1,1.9329735459278663e-23
